Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
174,Alan Dzagoev,ru RUS,"MF,FW",ru CSKA Moscow,27,1990,5,4,367,4.1,2,0,2,2,0,0,1,0,0.49,0,0.49,0.49,0.49,Matches
175,Edin Džeko,ba BIH,FW,it Roma,31,1986,12,12,"1,078",12,8,2,10,8,0,0,1,0,0.67,0.17,0.83,0.67,0.83,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Georgi Dzhikiya,ru RUS,DF,ru Spartak Moscow,23,1993,5,5,420,4.7,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches
177,Lorenzo Ebecilio,nl NED,"MF,FW",cy APOEL FC,25,1991,4,3,259,2.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
178,Ederson,br BRA,GK,eng Manchester City,23,1993,9,9,810,9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
179,Odsonne Édouard,fr FRA,FW,sct Celtic,19,1998,2,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
180,Giorgos Efrem,cy CYP,MF,cy APOEL FC,28,1989,1,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
181,Omar Elabdellaoui,no NOR,DF,gr Olympiacos,25,1991,4,4,360,4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
182,Eliseu,pt POR,DF,pt Benfica,33,1983,3,2,199,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
183,Mohamed Elyounoussi,no NOR,"FW,MF",ch Basel,22,1994,8,7,641,7.1,2,1,3,2,0,0,0,0,0.28,0.14,0.42,0.28,0.42,Matches
184,Tarik Elyounoussi,no NOR,"FW,MF",az Qarabağ,29,1988,3,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
185,Emmanuel Emenike,ng NGA,FW,gr Olympiacos,30,1987,2,1,116,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
186,Mahir Emreli,az AZE,"MF,FW",az Qarabağ,20,1997,5,4,322,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
187,Björn Engels,be BEL,DF,gr Olympiacos,22,1994,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
188,Christian Eriksen,dk DEN,MF,eng Tottenham Hotspur,25,1992,6,6,535,5.9,2,1,3,2,0,0,0,0,0.34,0.17,0.5,0.34,0.5,Matches
189,Caner Erkin,tr TUR,DF,tr Beşiktaş,28,1988,6,6,519,5.8,0,1,1,0,0,0,2,0,0,0.17,0.17,0,0.17,Matches
190,Sergio Escudero,es ESP,DF,es Sevilla,27,1989,10,10,900,10,0,2,2,0,0,0,2,0,0,0.2,0.2,0,0.2,Matches
191,Fabinho,br BRA,MF,fr Monaco,23,1993,5,5,450,5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
192,Cesc Fàbregas,es ESP,MF,eng Chelsea,30,1987,8,8,691,7.7,1,1,2,0,1,1,0,0,0.13,0.13,0.26,0,0.13,Matches
193,Fabricio,es ESP,GK,tr Beşiktaş,29,1987,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
194,Radamel Falcao,co COL,FW,fr Monaco,31,1986,5,4,383,4.3,3,0,3,3,0,0,0,0,0.7,0,0.7,0.7,0.7,Matches
195,Agustín Farías,ar ARG,MF,cy APOEL FC,29,1987,4,0,84,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
196,Federico Fazio,ar ARG,DF,it Roma,30,1987,11,10,922,10.2,0,1,1,0,0,0,2,0,0,0.1,0.1,0,0.1,Matches
197,Ljubomir Fejsa,rs SRB,MF,pt Benfica,28,1988,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
198,Felipe,br BRA,DF,pt Porto,28,1989,7,7,578,6.4,1,1,2,1,0,0,0,1,0.16,0.16,0.31,0.16,0.31,Matches
199,Marouane Fellaini,be BEL,MF,eng Manchester Utd,29,1987,3,2,221,2.5,1,0,1,1,0,0,0,0,0.41,0,0.41,0.41,0.41,Matches
200,Bruno Fernandes,pt POR,MF,pt Sporting CP,22,1994,6,6,537,6,1,1,2,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Mário Fernandes,ru RUS,"MF,DF",ru CSKA Moscow,26,1990,6,6,540,6,0,1,1,0,0,0,1,0,0,0.17,0.17,0,0.17,Matches
202,Augusto Fernández,ar ARG,MF,es Atlético Madrid,31,1986,1,1,58,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
203,Fernandinho,br BRA,"MF,DF",eng Manchester City,32,1985,8,8,682,7.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
204,Fernando,br BRA,MF,ru Spartak Moscow,25,1992,6,6,540,6,1,1,2,1,0,0,2,0,0.17,0.17,0.33,0.17,0.33,Matches
205,Facundo Ferreyra,ar ARG,FW,ua Shakhtar Donetsk,26,1991,8,8,703,7.8,3,1,4,3,0,0,3,0,0.38,0.13,0.51,0.38,0.51,Matches
206,Diogo Figueiras,pt POR,"DF,MF",gr Olympiacos,26,1991,4,4,360,4,0,2,2,0,0,0,3,0,0,0.5,0.5,0,0.5,Matches
207,Tobias Figueiredo,pt POR,DF,pt Sporting CP,23,1994,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
208,Roberto Firmino,br BRA,FW,eng Liverpool,25,1991,13,13,"1,056",11.7,10,8,18,10,0,1,2,0,0.85,0.68,1.53,0.85,1.53,Matches
209,Alessandro Florenzi,it ITA,"DF,MF",it Roma,26,1991,10,8,708,7.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
210,Phil Foden,eng ENG,MF,eng Manchester City,17,2000,3,2,194,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
211,James Forrest,sct SCO,"MF,FW",sct Celtic,26,1991,6,3,306,3.4,0,1,1,0,0,0,0,0,0,0.29,0.29,0,0.29,Matches
212,Emil Forsberg,se SWE,MF,de RB Leipzig,25,1991,5,5,412,4.6,2,0,2,2,0,0,0,0,0.44,0,0.44,0.44,0.44,Matches
213,Hernâni Fortes,pt POR,"FW,MF",pt Porto,25,1991,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
214,Kostas Fortounis,gr GRE,"MF,FW",gr Olympiacos,24,1992,6,3,246,2.7,0,1,1,0,0,0,0,0,0,0.37,0.37,0,0.37,Matches
215,Juan Foyth,ar ARG,DF,eng Tottenham Hotspur,19,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
216,Alexander Fransson,se SWE,MF,ch Basel,23,1994,3,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
217,Fred,br BRA,MF,ua Shakhtar Donetsk,24,1993,8,8,720,8,1,1,2,1,0,0,2,0,0.12,0.12,0.25,0.12,0.25,Matches
218,Fabian Frei,ch SUI,"MF,DF",ch Basel,28,1989,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
219,Marco Friedl,at AUT,DF,de Bayern Munich,19,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
220,Gabi,es ESP,MF,es Atlético Madrid,34,1983,5,4,347,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
221,Nicolás Gaitán,ar ARG,MF,es Atlético Madrid,29,1988,4,1,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
222,Cristian Gamboa,cr CRC,DF,sct Celtic,27,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
223,Kévin Gameiro,fr FRA,FW,es Atlético Madrid,30,1987,3,2,164,1.8,1,0,1,1,0,0,0,0,0.55,0,0.55,0.55,0.55,Matches
224,Ganso,br BRA,MF,es Sevilla,27,1989,1,0,31,0.3,1,0,1,1,0,0,0,0,2.9,0,2.9,2.9,2.9,Matches
225,Gara Garayev,az AZE,MF,az Qarabağ,24,1992,6,6,520,5.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,David de Gea,es ESP,GK,eng Manchester Utd,26,1990,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
227,Johannes Geis,de GER,DF,es Sevilla,23,1993,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
228,Anthony Georgiou,cy CYP,"DF,MF",eng Tottenham Hotspur,20,1997,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
229,Pieter Gerkens,be BEL,"FW,MF",be Anderlecht,21,1995,5,5,404,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
230,Gerson,br BRA,FW,it Roma,20,1997,6,2,220,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
231,Rachid Ghezzal,dz ALG,MF,fr Monaco,25,1992,4,2,142,1.6,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
232,Faouzi Ghoulam,dz ALG,DF,it Napoli,26,1991,4,4,301,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
233,Guillaume Gillet,be BEL,MF,gr Olympiacos,33,1984,4,3,250,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
234,Olivier Giroud,fr FRA,FW,eng Chelsea,30,1986,1,1,67,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
235,Kamil Glik,pl POL,DF,fr Monaco,29,1988,6,6,540,6,1,0,1,0,1,1,0,0,0.17,0,0.17,0,0,Matches
236,Denis Glushakov,ru RUS,MF,ru Spartak Moscow,30,1987,5,4,336,3.7,1,1,2,1,0,0,1,0,0.27,0.27,0.54,0.27,0.54,Matches
237,Diego Godín,uy URU,DF,es Atlético Madrid,31,1986,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
238,Aleksandr Golovin,ru RUS,MF,ru CSKA Moscow,21,1996,6,6,537,6,0,1,1,0,0,0,2,0,0,0.17,0.17,0,0.17,Matches
239,André Gomes,pt POR,MF,es Barcelona,24,1993,9,1,170,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
240,Joe Gomez,eng ENG,DF,eng Liverpool,20,1997,5,4,371,4.1,0,0,0,0,0,0,1,2,0,0,0,0,0,Matches
241,Maxime Gonalons,fr FRA,MF,it Roma,28,1989,6,3,309,3.4,0,1,1,0,0,0,1,0,0,0.29,0.29,0,0.29,Matches
242,Diogo Gonçalves,pt POR,"FW,MF",pt Benfica,20,1997,4,4,267,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
243,Gökhan Gönül,tr TUR,DF,tr Beşiktaş,32,1985,4,3,291,3.2,0,1,1,0,0,0,1,0,0,0.31,0.31,0,0.31,Matches
244,Craig Gordon,sct SCO,GK,sct Celtic,34,1982,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
245,Astemir Gordyushenko,ru RUS,MF,ru CSKA Moscow,20,1997,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
246,Mario Götze,de GER,MF,de Dortmund,25,1992,5,4,370,4.1,0,1,1,0,0,0,0,0,0,0.24,0.24,0,0.24,Matches
247,Antoine Griezmann,fr FRA,FW,es Atlético Madrid,26,1991,6,6,529,5.9,2,2,4,1,1,1,1,0,0.34,0.34,0.68,0.17,0.51,Matches
248,Leigh Griffiths,sct SCO,FW,sct Celtic,26,1990,5,3,248,2.8,1,0,1,1,0,0,0,0,0.36,0,0.36,0.36,0.36,Matches
249,Álex Grimaldo,es ESP,DF,pt Benfica,21,1995,4,4,321,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
250,Marko Grujić,rs SRB,MF,eng Liverpool,21,1996,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Raúl Gudiño,mx MEX,GK,cy APOEL FC,21,1996,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
252,Raphaël Guerreiro,pt POR,"MF,DF",de Dortmund,23,1993,3,3,252,2.8,1,0,1,1,0,0,0,0,0.36,0,0.36,0.36,0.36,Matches
253,Wilde-Donald Guerrier,ht HAI,"MF,FW",az Qarabağ,28,1989,6,4,354,3.9,0,1,1,0,0,0,1,0,0,0.25,0.25,0,0.25,Matches
254,Péter Gulácsi,hu HUN,GK,de RB Leipzig,27,1990,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
255,İlkay Gündoğan,de GER,MF,eng Manchester City,26,1990,9,6,503,5.6,2,2,4,2,0,0,2,0,0.36,0.36,0.72,0.36,0.72,Matches
256,Badavi Guseynov,az AZE,DF,az Qarabağ,26,1991,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
257,Achraf Hakimi,ma MAR,DF,es Real Madrid,18,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
258,Marcel Halstenberg,de GER,DF,de RB Leipzig,25,1991,6,6,472,5.2,0,1,1,0,0,0,2,0,0,0.19,0.19,0,0.19,Matches
259,Marek Hamšík,sk SVK,MF,it Napoli,30,1987,6,6,465,5.2,0,1,1,0,0,0,0,0,0,0.19,0.19,0,0.19,Matches
260,Jasmin Handanović,si SVN,GK,si NK Maribor,39,1978,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
261,Sofiane Hanni,dz ALG,"MF,FW",be Anderlecht,26,1990,6,6,471,5.2,1,0,1,1,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
262,Ridgeciano Haps,sr SUR,DF,nl Feyenoord,24,1993,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
263,Hamdi Harbaoui,tn TUN,FW,be Anderlecht,32,1985,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
264,Eden Hazard,be BEL,"FW,MF",eng Chelsea,26,1991,8,7,611,6.8,3,3,6,2,1,0,0,0,0.44,0.44,0.88,0.29,0.74,Matches
265,Jordan Henderson,eng ENG,MF,eng Liverpool,27,1990,10,9,868,9.6,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
266,Pedro Henrique,br BRA,MF,az Qarabağ,27,1990,4,4,281,3.1,1,0,1,1,0,0,1,1,0.32,0,0.32,0.32,0.32,Matches
267,Lucas Hernández,fr FRA,DF,es Atlético Madrid,21,1996,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
268,Theo Hernández,fr FRA,DF,es Real Madrid,19,1997,3,1,131,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
269,Ander Herrera,es ESP,MF,eng Manchester Utd,27,1989,6,5,376,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
270,Héctor Herrera,mx MEX,MF,pt Porto,27,1990,6,6,531,5.9,1,1,2,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34,Matches
271,Son Heung-min,kr KOR,"MF,FW",eng Tottenham Hotspur,25,1992,7,5,426,4.7,4,0,4,4,0,0,0,0,0.85,0,0.85,0.85,0.85,Matches
272,Gonzalo Higuaín,ar ARG,FW,it Juventus,29,1987,10,9,830,9.2,5,1,6,4,1,2,1,0,0.54,0.11,0.65,0.43,0.54,Matches
273,Dino Hotić,ba BIH,MF,si NK Maribor,22,1995,5,1,151,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
274,Mats Hummels,de GER,DF,de Bayern Munich,28,1988,9,8,679,7.5,1,0,1,1,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
275,Atiba Hutchinson,ca CAN,MF,tr Beşiktaş,34,1983,7,6,563,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Elseid Hysaj,al ALB,DF,it Napoli,23,1994,6,6,520,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
277,Zlatan Ibrahimović,se SWE,FW,eng Manchester Utd,35,1981,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
278,Sergei Ignashevich,ru RUS,DF,ru CSKA Moscow,38,1979,4,4,316,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
279,Stefan Ilsanker,at AUT,"DF,MF",de RB Leipzig,28,1989,3,3,262,2.9,0,0,0,0,0,0,0,2,0,0,0,0,0,Matches
280,Danny Ings,eng ENG,FW,eng Liverpool,25,1992,4,0,54,0.6,0,1,1,0,0,0,0,0,0,1.67,1.67,0,1.67,Matches
281,Andrés Iniesta,es ESP,MF,es Barcelona,33,1984,8,8,624,6.9,0,3,3,0,0,0,0,0,0,0.43,0.43,0,0.43,Matches
282,Lorenzo Insigne,it ITA,FW,it Napoli,26,1991,5,5,391,4.3,3,0,3,3,0,0,1,0,0.69,0,0.69,0.69,0.69,Matches
283,Alexander Isak,se SWE,FW,de Dortmund,17,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
284,Isco,es ESP,"MF,FW",es Real Madrid,25,1992,11,10,736,8.2,0,2,2,0,0,0,1,0,0,0.24,0.24,0,0.24,Matches
285,Ismaily,br BRA,DF,ua Shakhtar Donetsk,27,1990,8,8,694,7.7,1,0,1,1,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
286,Afran Ismayilov,az AZE,"MF,FW",az Qarabağ,28,1988,2,1,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
287,Cedric Itten,ch SUI,"FW,MF",ch Basel,20,1996,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
288,Jardel,br BRA,DF,pt Benfica,31,1986,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
289,Jemerson,br BRA,DF,fr Monaco,24,1992,6,6,540,6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
290,Gabriel Jesus,br BRA,FW,eng Manchester City,20,1997,9,7,618,6.9,4,0,4,4,0,0,2,0,0.58,0,0.58,0.58,0.58,Matches
291,Juan Jesus,br BRA,DF,it Roma,26,1991,6,6,517,5.7,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
292,Raúl Jiménez,mx MEX,FW,pt Benfica,26,1991,5,3,308,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
293,Jonas,br BRA,FW,pt Benfica,33,1984,6,3,287,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
294,Brad Jones,au AUS,GK,nl Feyenoord,35,1982,5,5,450,5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
295,Jorge,br BRA,DF,fr Monaco,21,1996,4,4,360,4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
296,Jorginho,it ITA,MF,it Napoli,25,1991,2,2,162,1.8,1,1,2,0,1,1,0,0,0.56,0.56,1.11,0,0.56,Matches
297,Stevan Jovetić,me MNE,"FW,MF",fr Monaco,27,1989,1,0,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
298,Juanfran,es ESP,DF,es Atlético Madrid,32,1985,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
299,Nicolai Jørgensen,dk DEN,FW,nl Feyenoord,26,1991,4,3,258,2.9,2,0,2,2,0,0,0,0,0.7,0,0.7,0.7,0.7,Matches
300,Marwan Kabha,il ISR,MF,si NK Maribor,26,1991,6,6,524,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
301,Shinji Kagawa,jp JPN,"MF,FW",de Dortmund,28,1989,5,5,402,4.5,0,2,2,0,0,0,0,0,0,0.45,0.45,0,0.45,Matches
302,Dominik Kaiser,de GER,MF,de RB Leipzig,28,1988,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
303,Kevin Kampl,si SVN,MF,de RB Leipzig,26,1990,6,4,415,4.6,0,1,1,0,0,0,0,0,0,0.22,0.22,0,0.22,Matches
304,Harry Kane,eng ENG,FW,eng Tottenham Hotspur,24,1993,7,7,597,6.6,7,2,9,7,0,0,0,0,1.06,0.3,1.36,1.06,1.36,Matches
305,N'Golo Kanté,fr FRA,MF,eng Chelsea,26,1991,6,6,498,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
306,Stefanos Kapino,gr GRE,GK,gr Olympiacos,23,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
307,Loris Karius,de GER,GK,eng Liverpool,24,1993,13,13,"1,170",13,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
308,Naby Keïta,gn GUI,MF,de RB Leipzig,22,1995,5,5,419,4.7,2,0,2,2,0,0,1,0,0.43,0,0.43,0.43,0.43,Matches
309,Sami Khedira,de GER,"MF,FW",it Juventus,30,1987,8,8,633,7,0,3,3,0,0,0,0,0,0,0.43,0.43,0,0.43,Matches
310,Davit Khocholava,ge GEO,DF,ua Shakhtar Donetsk,24,1993,4,1,104,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
311,Khetag Khosonov,ru RUS,MF,ru CSKA Moscow,19,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
312,Joshua Kimmich,de GER,DF,de Bayern Munich,22,1995,11,10,897,10,4,3,7,4,0,0,2,0,0.4,0.3,0.7,0.4,0.7,Matches
313,Presnel Kimpembe,fr FRA,DF,fr Paris Saint-Germain,21,1995,3,2,198,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
314,Simon Kjær,dk DEN,DF,es Sevilla,28,1989,6,6,540,6,1,0,1,1,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
315,Ragnar Klavan,ee EST,DF,eng Liverpool,31,1985,7,3,296,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
316,Lukas Klostermann,de GER,DF,de RB Leipzig,21,1996,6,4,462,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
317,Koke,es ESP,MF,es Atlético Madrid,25,1992,4,4,333,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
318,Aleksandar Kolarov,rs SRB,"DF,MF",it Roma,31,1985,12,12,"1,080",12,1,3,4,1,0,0,1,0,0.08,0.25,0.33,0.08,0.33,Matches
319,Dmitri Kombarov,ru RUS,"DF,MF",ru Spartak Moscow,30,1987,4,4,360,4,0,1,1,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
320,Vincent Kompany,be BEL,DF,eng Manchester City,31,1986,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
321,Terence Kongolo,nl NED,DF,fr Monaco,23,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
322,Eboue Kouassi,ci CIV,MF,sct Celtic,19,1997,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
323,Kalidou Koulibaly,sn SEN,DF,it Napoli,26,1991,5,5,450,5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches
324,Leonardo Koutris,gr GRE,DF,gr Olympiacos,22,1995,5,5,450,5,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
325,Mateo Kovačić,hr CRO,MF,es Real Madrid,23,1994,7,4,257,2.9,0,1,1,0,0,0,2,0,0,0.35,0.35,0,0.35,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
326,Viktor Kovalenko,ua UKR,MF,ua Shakhtar Donetsk,21,1996,5,0,41,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
327,Martin Kramarič,si SVN,MF,si NK Maribor,19,1997,3,1,98,1.1,0,1,1,0,0,0,0,0,0,0.92,0.92,0,0.92,Matches
328,Michiel Kramer,nl NED,FW,nl Feyenoord,28,1988,2,1,85,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
329,Michael Krohn-Dehli,dk DEN,MF,es Sevilla,34,1983,3,2,140,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
330,Toni Kroos,de GER,MF,es Real Madrid,27,1990,12,10,952,10.6,0,1,1,0,0,0,0,0,0,0.09,0.09,0,0.09,Matches
331,Serhiy Kryvtsov,ua UKR,DF,ua Shakhtar Donetsk,26,1991,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
332,Konstantin Kuchayev,ru RUS,"MF,FW",ru CSKA Moscow,19,1998,6,2,222,2.5,1,0,1,1,0,0,0,0,0.41,0,0.41,0.41,0.41,Matches
333,Sven Kums,be BEL,"MF,DF",be Anderlecht,29,1988,5,5,338,3.8,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
334,Layvin Kurzawa,fr FRA,DF,fr Paris Saint-Germain,24,1992,6,6,540,6,3,2,5,3,0,0,0,0,0.5,0.33,0.83,0.5,0.83,Matches
335,Ilya Kutepov,ru RUS,DF,ru Spartak Moscow,24,1993,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
336,Léo Lacroix,ch SUI,DF,ch Basel,25,1992,2,2,180,2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
337,Roberto Lago,es ESP,DF,cy APOEL FC,31,1985,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
338,Konrad Laimer,at AUT,"DF,MF",de RB Leipzig,20,1997,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
339,Adam Lallana,eng ENG,FW,eng Liverpool,29,1988,2,1,149,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
340,Érik Lamela,ar ARG,MF,eng Tottenham Hotspur,25,1992,2,1,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
341,Michael Lang,ch SUI,MF,ch Basel,26,1991,8,8,720,8,3,1,4,3,0,0,1,0,0.37,0.12,0.5,0.37,0.5,Matches
342,Aymeric Laporte,es ESP,DF,eng Manchester City,23,1994,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
343,Sam Larsson,se SWE,FW,nl Feyenoord,24,1993,6,1,157,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
344,Miguel Layún,mx MEX,DF,pt Porto,29,1988,2,1,109,1.2,1,0,1,1,0,0,0,0,0.83,0,0.83,0.83,0.83,Matches
345,Thomas Lemar,fr FRA,MF,fr Monaco,21,1995,3,3,179,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
